Ligand receptor pair,Source,PMID support,Ligand gene symbol,Ligand HGNC ID,Ligand location,Receptor gene symbol,Receptor HGNC ID,HGNC L R,secondary source?
AVP OXTR,Ramilowski_2015_Literature_supported,"12446593, 15084136, 10519430, 7774575, 11337500, 16158071, 7475979, 8955347,7921229,",AVP,HGNC:894,secreted,OXTR,HGNC:8529,HGNC:894 HGNC:8529,
AZGP1 ITGAV,Ramilowski_2015_Literature_supported,"9813179,",AZGP1,HGNC:910,secreted,ITGAV,HGNC:6150,HGNC:910 HGNC:6150,
B2M CD1A,Ramilowski_2015_Literature_supported,"12833155,",B2M,HGNC:914,secreted,CD1A,HGNC:1634,HGNC:914 HGNC:1634,
B2M CD1B,Ramilowski_2015_Literature_supported,"12118248,",B2M,HGNC:914,secreted,CD1B,HGNC:1635,HGNC:914 HGNC:1635,
B2M HLA-F,Ramilowski_2015_Literature_supported,"11169396,",B2M,HGNC:914,secreted,HLA-F,HGNC:4963,HGNC:914 HGNC:4963,
B2M LILRB1,Ramilowski_2015_Literature_supported,"12897781,",B2M,HGNC:914,secreted,LILRB1,HGNC:6605,HGNC:914 HGNC:6605,
BAG6 NCR3,Efremova et al. 2020 (CellphoneDB),"18055229, 18852879, 24133212",BAG6,HGNC:13919,secreted,NCR3,HGNC:19077,HGNC:13919 HGNC:19077,
BDNF NGFR,Hou et al. 2020 (this publication),"25354496,",BDNF,HGNC:1033,secreted,NGFR,HGNC:7809,HGNC:1033 HGNC:7809,
BDNF NTRK2,Ramilowski_2015_Literature_supported,"7644540,9312147,",BDNF,HGNC:1033,secreted,NTRK2,HGNC:8032,HGNC:1033 HGNC:8032,CellphoneDB
BDNF SORT1,Ramilowski_2015_Literature_supported,"15987945,",BDNF,HGNC:1033,secreted,SORT1,HGNC:11186,HGNC:1033 HGNC:11186,CellphoneDB
BGN FGFR3,Hou et al. 2020 (this publication),"25260943,",BGN,HGNC:1044,secreted,FGFR3,HGNC:3690,HGNC:1044 HGNC:3690,
BGN TLR2,Ramilowski_2015_Literature_supported,"16025156,",BGN,HGNC:1044,secreted,TLR2,HGNC:11848,HGNC:1044 HGNC:11848,
BGN TLR4,Ramilowski_2015_Literature_supported,"16025156,",BGN,HGNC:1044,secreted,TLR4,HGNC:11850,HGNC:1044 HGNC:11850,
BMP10 ACVR2A,Ramilowski_2015_Literature_supported,"16049014,",BMP10,HGNC:20869,secreted,ACVR2A,HGNC:173,HGNC:20869 HGNC:173,
BMP10 ACVRL1,Ramilowski_2015_Literature_supported,"17068149,",BMP10,HGNC:20869,secreted,ACVRL1,HGNC:175,HGNC:20869 HGNC:175,
BMP10 BMPR1A,Ramilowski_2015_Literature_supported,"16049014,",BMP10,HGNC:20869,secreted,BMPR1A,HGNC:1076,HGNC:20869 HGNC:1076,
BMP10 BMPR1B,Ramilowski_2015_Literature_supported,"16049014,",BMP10,HGNC:20869,secreted,BMPR1B,HGNC:1077,HGNC:20869 HGNC:1077,
BMP10 BMPR2,Ramilowski_2015_Literature_supported,"16049014,",BMP10,HGNC:20869,secreted,BMPR2,HGNC:1078,HGNC:20869 HGNC:1078,
BMP10 ENG,Ramilowski_2015_Literature_supported,"21737454,",BMP10,HGNC:20869,secreted,ENG,HGNC:3349,HGNC:20869 HGNC:3349,
BMP15 ACVR2A,Ramilowski_2015_Literature_supported,"2419820,",BMP15,HGNC:1068,secreted,ACVR2A,HGNC:173,HGNC:1068 HGNC:173,
BMP15 BMPR1A,Ramilowski_2015_Literature_supported,"2419820,",BMP15,HGNC:1068,secreted,BMPR1A,HGNC:1076,HGNC:1068 HGNC:1076,
BMP15 BMPR1B,Ramilowski_2015_Literature_supported,"12044914,12419820,",BMP15,HGNC:1068,secreted,BMPR1B,HGNC:1077,HGNC:1068 HGNC:1077,
BMP15 BMPR2,Ramilowski_2015_Literature_supported,"12419820,",BMP15,HGNC:1068,secreted,BMPR2,HGNC:1078,HGNC:1068 HGNC:1078,
BMP2 ACVR2A,Ramilowski_2015_Literature_supported,"21702718,",BMP2,HGNC:1069,secreted,ACVR2A,HGNC:173,HGNC:1069 HGNC:173,
BMP2 ACVR2B,Ramilowski_2015_Literature_supported,"28977600,",BMP2,HGNC:1069,secreted,ACVR2B,HGNC:174,HGNC:1069 HGNC:174,
BMP2 BMPR1A,Ramilowski_2015_Literature_supported,"12700180,11263668, 10881198, 10692589, 15064755,",BMP2,HGNC:1069,secreted,BMPR1A,HGNC:1076,HGNC:1069 HGNC:1076,
BMP2 BMPR1B,Ramilowski_2015_Literature_supported,"12700180,7811286, 9872992, 15064755,",BMP2,HGNC:1069,secreted,BMPR1B,HGNC:1077,HGNC:1069 HGNC:1077,
BMP2 BMPR2,Ramilowski_2015_Literature_supported,"11263668,10880444,",BMP2,HGNC:1069,secreted,BMPR2,HGNC:1078,HGNC:1069 HGNC:1078,
BMP2 ENG,Ramilowski_2015_Literature_supported,"9872992,",BMP2,HGNC:1069,secreted,ENG,HGNC:3349,HGNC:1069 HGNC:3349,
BMP2 HJV,Ramilowski_2015_Literature_supported,"18287331,",BMP2,HGNC:1069,secreted,HJV,HGNC:4887,HGNC:1069 HGNC:4887,
BMP2 RGMB,Hou et al. 2020 (this publication),"15671031,",BMP2,HGNC:1069,secreted,RGMB,HGNC:26896,HGNC:1069 HGNC:26896,
BMP3 ACVR2B,Ramilowski_2015_Literature_supported,"22074949,",BMP3,HGNC:1070,secreted,ACVR2B,HGNC:174,HGNC:1070 HGNC:174,
BMP4 BMPR1A,Ramilowski_2015_Literature_supported,"8006002,11241215, 8702914, 7644468,",BMP4,HGNC:1071,secreted,BMPR1A,HGNC:1076,HGNC:1071 HGNC:1076,
BMP4 BMPR1B,Ramilowski_2015_Literature_supported,"8006002,11282024, 8702914, 7811286,",BMP4,HGNC:1071,secreted,BMPR1B,HGNC:1077,HGNC:1071 HGNC:1077,
BMP4 BMPR2,Ramilowski_2015_Literature_supported,"7673243,7644468, 8702914,",BMP4,HGNC:1071,secreted,BMPR2,HGNC:1078,HGNC:1071 HGNC:1078,
BMP4 CFC1,Hou et al. 2020 (this publication),"28126904,",BMP4,HGNC:1071,secreted,CFC1,HGNC:18292,HGNC:1071 HGNC:18292,
BMP4 RGMB,Hou et al. 2020 (this publication),"15671031,",BMP4,HGNC:1071,secreted,RGMB,HGNC:26896,HGNC:1071 HGNC:26896,
BMP5 HJV,Hou et al. 2020 (this publication),"23029472,",BMP5,HGNC:1072,secreted,HJV,HGNC:4887,HGNC:1072 HGNC:4887,Ramilowski_2015_Putative
BMP6 ACVR1,Ramilowski_2015_Literature_supported,"12297674,",BMP6,HGNC:1073,secreted,ACVR1,HGNC:171,HGNC:1073 HGNC:171,
BMP6 ACVR2A,Ramilowski_2015_Literature_supported,"10504300,",BMP6,HGNC:1073,secreted,ACVR2A,HGNC:173,HGNC:1073 HGNC:173,
BMP6 BMPR1A,Ramilowski_2015_Literature_supported,"12297674,10504300, 11401330,",BMP6,HGNC:1073,secreted,BMPR1A,HGNC:1076,HGNC:1073 HGNC:1076,
BMP6 BMPR1B,Ramilowski_2015_Literature_supported,"10504300, 11401330,",BMP6,HGNC:1073,secreted,BMPR1B,HGNC:1077,HGNC:1073 HGNC:1077,
BMP6 BMPR2,Ramilowski_2015_Literature_supported,"10504300,",BMP6,HGNC:1073,secreted,BMPR2,HGNC:1078,HGNC:1073 HGNC:1078,
BMP6 HJV,Hou et al. 2020 (this publication),"23029472,",BMP6,HGNC:1073,secreted,HJV,HGNC:4887,HGNC:1073 HGNC:4887,
BMP7 ACVR1,Ramilowski_2015_Literature_supported,"12297674,8006002,",BMP7,HGNC:1074,secreted,ACVR1,HGNC:171,HGNC:1074 HGNC:171,
BMP7 ACVR2A,Ramilowski_2015_Literature_supported,"7790373,9748228, 12667445,",BMP7,HGNC:1074,secreted,ACVR2A,HGNC:173,HGNC:1074 HGNC:173,
BMP7 ACVR2B,Ramilowski_2015_Literature_supported,"9748228,",BMP7,HGNC:1074,secreted,ACVR2B,HGNC:174,HGNC:1074 HGNC:174,
BMP7 BMPR1A,Ramilowski_2015_Literature_supported,"12297674,7791754, 8605097,",BMP7,HGNC:1074,secreted,BMPR1A,HGNC:1076,HGNC:1074 HGNC:1076,
BMP7 BMPR1B,Ramilowski_2015_Literature_supported,"10631182,8605097,",BMP7,HGNC:1074,secreted,BMPR1B,HGNC:1077,HGNC:1074 HGNC:1077,
BMP7 BMPR2,Ramilowski_2015_Literature_supported,"7791754,",BMP7,HGNC:1074,secreted,BMPR2,HGNC:1078,HGNC:1074 HGNC:1078,
BMP7 ENG,Ramilowski_2015_Literature_supported,"9872992,",BMP7,HGNC:1074,secreted,ENG,HGNC:3349,HGNC:1074 HGNC:3349,
BMP7 HJV,Hou et al. 2020 (this publication),"23029472,",BMP7,HGNC:1074,secreted,HJV,HGNC:4887,HGNC:1074 HGNC:4887,
BMP8A ACVR2A,Hou et al. 2020 (this publication),"28465413,",BMP8A,HGNC:21650,secreted,ACVR2A,HGNC:173,HGNC:21650 HGNC:173,
BMP8A ACVR2B,Hou et al. 2020 (this publication),"28465413,",BMP8A,HGNC:21650,secreted,ACVR2B,HGNC:174,HGNC:21650 HGNC:174,
BMP8A BMPR1A,Hou et al. 2020 (this publication),"28465413,",BMP8A,HGNC:21650,secreted,BMPR1A,HGNC:1076,HGNC:21650 HGNC:1076,
BMP8A BMPR2,Hou et al. 2020 (this publication),"28465413,",BMP8A,HGNC:21650,secreted,BMPR2,HGNC:1078,HGNC:21650 HGNC:1078,
BMP8A TGFBR1,Hou et al. 2020 (this publication),"28465413,",BMP8A,HGNC:21650,secreted,TGFBR1,HGNC:11772,HGNC:21650 HGNC:11772,
BMP8A TGFBR2,Hou et al. 2020 (this publication),"28465413,",BMP8A,HGNC:21650,secreted,TGFBR2,HGNC:11773,HGNC:21650 HGNC:11773,
BSG SELE,Cabello-Aguilar et al. 2020 (SingleCellSignalR),"19443639,",BSG,HGNC:1116,plasma membrane,SELE,HGNC:10718,HGNC:1116 HGNC:10718,
BSG SLC16A1,Hou et al. 2020 (this publication),"21792931,",BSG,HGNC:1116,plasma membrane,SLC16A1,HGNC:10922,HGNC:1116 HGNC:10922,
BSG SLC16A7,Hou et al. 2020 (this publication),"21792931,",BSG,HGNC:1116,plasma membrane,SLC16A7,HGNC:10928,HGNC:1116 HGNC:10928,
BST2 LILRA4,Efremova et al. 2020 (CellphoneDB),"19564354,",BST2,HGNC:1119,plasma membrane,LILRA4,HGNC:15503,HGNC:1119 HGNC:15503,
BTC EGFR,Ramilowski_2015_Literature_supported,"8144591,9528863,",BTC,HGNC:1121,plasma membrane; secreted,EGFR,HGNC:3236,HGNC:1121 HGNC:3236,CellphoneDB
BTC ERBB2,Ramilowski_2015_Literature_supported,"9662041,",BTC,HGNC:1121,plasma membrane; secreted,ERBB2,HGNC:3430,HGNC:1121 HGNC:3430,
BTC ERBB3,Ramilowski_2015_Literature_supported,"9312020,",BTC,HGNC:1121,plasma membrane; secreted,ERBB3,HGNC:3431,HGNC:1121 HGNC:3431,CellphoneDB
BTC ERBB4,Ramilowski_2015_Literature_supported,"10214951,11254912,",BTC,HGNC:1121,plasma membrane; secreted,ERBB4,HGNC:3432,HGNC:1121 HGNC:3432,CellphoneDB
BTLA CD79A,Ramilowski_2015_Literature_supported,"19155498,",BTLA,HGNC:21087,plasma membrane,CD79A,HGNC:1698,HGNC:21087 HGNC:1698,
BTLA TNFRSF14,Ramilowski_2015_Literature_supported,"15568026,",BTLA,HGNC:21087,plasma membrane,TNFRSF14,HGNC:11912,HGNC:21087 HGNC:11912,CellphoneDB
BTLA VTCN1,Ramilowski_2015_Literature_supported,"12796776,",BTLA,HGNC:21087,plasma membrane,VTCN1,HGNC:28873,HGNC:21087 HGNC:28873,
C1QA CD33,Hou et al. 2020 (this publication),"28325905,",C1QA,HGNC:1241,secreted,CD33,HGNC:1659,HGNC:1241 HGNC:1659,
C1QA CD93,Ramilowski_2015_Literature_supported,"9476117,",C1QA,HGNC:1241,secreted,CD93,HGNC:15855,HGNC:1241 HGNC:15855,
C1QA CSPG4,Ramilowski_2015_Literature_supported,"9013976,",C1QA,HGNC:1241,secreted,CSPG4,HGNC:2466,HGNC:1241 HGNC:2466,
C1QB CD33,Hou et al. 2020 (this publication),"28325905,",C1QB,HGNC:1242,secreted,CD33,HGNC:1659,HGNC:1242 HGNC:1659,
C1QB LRP1,Ramilowski_2015_Literature_supported,"11560994,",C1QB,HGNC:1242,secreted,LRP1,HGNC:6692,HGNC:1242 HGNC:6692,
C1QTNF1 AVPR2,Ramilowski_2015_Literature_supported,"12409230,",C1QTNF1,HGNC:14324,secreted,AVPR2,HGNC:897,HGNC:14324 HGNC:897,
C3 C3AR1,Ramilowski_2015_Literature_supported,"11342658,20527893,11342658,",C3,HGNC:1318,secreted,C3AR1,HGNC:1319,HGNC:1318 HGNC:1319,CellphoneDB
C3 C5AR2,Ramilowski_2015_Literature_supported,"11773063,",C3,HGNC:1318,secreted,C5AR2,HGNC:4527,HGNC:1318 HGNC:4527,
C3 CD19,Ramilowski_2015_Literature_supported,"15454921,",C3,HGNC:1318,secreted,CD19,HGNC:1633,HGNC:1318 HGNC:1633,
C3 CD46,Ramilowski_2015_Literature_supported,"1717583,",C3,HGNC:1318,secreted,CD46,HGNC:6953,HGNC:1318 HGNC:6953,
C3 CR1,Ramilowski_2015_Literature_supported,"9988761, 10382758,",C3,HGNC:1318,secreted,CR1,HGNC:2334,HGNC:1318 HGNC:2334,
C3 CR2,Hou et al. 2020 (this publication),"30566277,",C3,HGNC:1318,secreted,CR2,HGNC:2336,HGNC:1318 HGNC:2336,
C3 ITGAM,Ramilowski_2015_Literature_supported,"4062888, 11073102,",C3,HGNC:1318,secreted,ITGAM,HGNC:6149,HGNC:1318 HGNC:6149,
C3 ITGAX,Ramilowski_2015_Literature_supported,"4062888,7512600,",C3,HGNC:1318,secreted,ITGAX,HGNC:6152,HGNC:1318 HGNC:6152,
C3 ITGB2,Ramilowski_2015_Literature_supported,"4062888,",C3,HGNC:1318,secreted,ITGB2,HGNC:6155,HGNC:1318 HGNC:6155,
C3 LRP1,Ramilowski_2015_Literature_supported,"10608878,10608878,",C3,HGNC:1318,secreted,LRP1,HGNC:6692,HGNC:1318 HGNC:6692,
C3 NRP1,Hou et al. 2020 (this publication),"31572401,",C3,HGNC:1318,secreted,NRP1,HGNC:8004,HGNC:1318 HGNC:8004,
C4A C3AR1,Ramilowski_2015_Literature_supported,"9725198,",C4A,HGNC:1323,secreted,C3AR1,HGNC:1319,HGNC:1323 HGNC:1319,
C4A C5AR2,Ramilowski_2015_Literature_supported,"11773063,",C4A,HGNC:1323,secreted,C5AR2,HGNC:4527,HGNC:1323 HGNC:4527,
C4A CR1,Ramilowski_2015_Literature_supported,"8422437,",C4A,HGNC:1323,secreted,CR1,HGNC:2334,HGNC:1323 HGNC:2334,
C4A NRP1,Hou et al. 2020 (this publication),"31572401,",C4A,HGNC:1323,secreted,NRP1,HGNC:8004,HGNC:1323 HGNC:8004,
C4B CD46,Ramilowski_2015_Literature_supported,"1717583,",C4B,HGNC:1324,secreted,CD46,HGNC:6953,HGNC:1324 HGNC:6953,
C4B CR1,Ramilowski_2015_Literature_supported,"10528211,",C4B,HGNC:1324,secreted,CR1,HGNC:2334,HGNC:1324 HGNC:2334,
C4BPA BMPR2,Ramilowski_2015_Literature_supported,"15188402,",C4BPA,HGNC:1325,secreted,BMPR2,HGNC:1078,HGNC:1325 HGNC:1078,
C4BPA CD40,Ramilowski_2015_Literature_supported,"12818164,",C4BPA,HGNC:1325,secreted,CD40,HGNC:11919,HGNC:1325 HGNC:11919,
C4BPA LRP1,Ramilowski_2015_Literature_supported,"11705989,",C4BPA,HGNC:1325,secreted,LRP1,HGNC:6692,HGNC:1325 HGNC:6692,
C5 C5AR1,Ramilowski_2015_Literature_supported,"1847994,10602324, 9881961, 15661745, 11773063,9553099,",C5,HGNC:1331,secreted,C5AR1,HGNC:1338,HGNC:1331 HGNC:1338,CellphoneDB
C5 C5AR2,Ramilowski_2015_Literature_supported,"11773063,11773063, 12899627,",C5,HGNC:1331,secreted,C5AR2,HGNC:4527,HGNC:1331 HGNC:4527,CellphoneDB
CADM1 CADM1,Baccin et al. 2020 (RNA-Magnet),"12826663, 17250899, 22703826, 25268382,",CADM1,HGNC:5951,plasma membrane,CADM1,HGNC:5951,HGNC:5951 HGNC:5951,
CADM1 CADM3,Baccin et al. 2020 (RNA-Magnet),"15741237,",CADM1,HGNC:5951,plasma membrane,CADM3,HGNC:17601,HGNC:5951 HGNC:17601,
CADM1 CRTAM,Efremova et al. 2020 (CellphoneDB),"15811952,",CADM1,HGNC:5951,plasma membrane,CRTAM,HGNC:24313,HGNC:5951 HGNC:24313,
CADM1 NECTIN3,Hou et al. 2020 (this publication),"22703826,",CADM1,HGNC:5951,plasma membrane,NECTIN3,HGNC:17664,HGNC:5951 HGNC:17664,
CADM3 CADM1,Baccin et al. 2020 (RNA-Magnet),"15741237,",CADM3,HGNC:17601,plasma membrane,CADM1,HGNC:5951,HGNC:17601 HGNC:5951,
CADM3 CADM3,Baccin et al. 2020 (RNA-Magnet),"15741237,",CADM3,HGNC:17601,plasma membrane,CADM3,HGNC:17601,HGNC:17601 HGNC:17601,
CADM3 NECTIN1,Baccin et al. 2020 (RNA-Magnet),"15741237,",CADM3,HGNC:17601,plasma membrane,NECTIN1,HGNC:9706,HGNC:17601 HGNC:9706,
CADM3 NECTIN3,Baccin et al. 2020 (RNA-Magnet),"15741237,",CADM3,HGNC:17601,plasma membrane,NECTIN3,HGNC:17664,HGNC:17601 HGNC:17664,
CALCA CALCR,Ramilowski_2015_Literature_supported,"2158663,15692146, 11023820, 9487987, 14722252, 7588285, 12565884, 10342886, 11033437,",CALCA,HGNC:1437,secreted,CALCR,HGNC:1440,HGNC:1437 HGNC:1440,CellphoneDB
CALCA CALCRL,Ramilowski_2015_Literature_supported,"9620797,9620797, 8626685, 14668209, 3001670, 12234182,",CALCA,HGNC:1437,secreted,CALCRL,HGNC:16709,HGNC:1437 HGNC:16709,
CALCA RAMP1,Ramilowski_2015_Literature_supported,"9620797,12234182,",CALCA,HGNC:1437,secreted,RAMP1,HGNC:9843,HGNC:1437 HGNC:9843,
CALCA RAMP2,Ramilowski_2015_Literature_supported,"16531504,",CALCA,HGNC:1437,secreted,RAMP2,HGNC:9844,HGNC:1437 HGNC:9844,
CALCB CALCR,Ramilowski_2015_Literature_supported,"15692146,",CALCB,HGNC:1438,secreted,CALCR,HGNC:1440,HGNC:1438 HGNC:1440,CellphoneDB
CALCB CALCRL,Ramilowski_2015_Literature_supported,"12196113,",CALCB,HGNC:1438,secreted,CALCRL,HGNC:16709,HGNC:1438 HGNC:16709,
CALCB RAMP1,Ramilowski_2015_Literature_supported,"12529937,",CALCB,HGNC:1438,secreted,RAMP1,HGNC:9843,HGNC:1438 HGNC:9843,
CALR ITGA3,Ramilowski_2015_Literature_supported,"8006073, 11327697,",CALR,HGNC:1455,secreted,ITGA3,HGNC:6139,HGNC:1455 HGNC:6139,
CALR ITGAV,Ramilowski_2015_Literature_supported,"12196561,",CALR,HGNC:1455,secreted,ITGAV,HGNC:6150,HGNC:1455 HGNC:6150,
CALR LRP1,Ramilowski_2015_Literature_supported,"14980518, 12821648,",CALR,HGNC:1455,secreted,LRP1,HGNC:6692,HGNC:1455 HGNC:6692,
CALR MTNR1A,Ramilowski_2015_Literature_supported,"17215244,",CALR,HGNC:1455,secreted,MTNR1A,HGNC:7463,HGNC:1455 HGNC:7463,
CALR SCARF1,Ramilowski_2015_Literature_supported,"15371419,15371419,",CALR,HGNC:1455,secreted,SCARF1,HGNC:16820,HGNC:1455 HGNC:16820,
CALR TSHR,Ramilowski_2015_Literature_supported,"12383251,",CALR,HGNC:1455,secreted,TSHR,HGNC:12373,HGNC:1455 HGNC:12373,
CAMP FPR2,Ramilowski_2015_Literature_supported,"11015447,11015447,11015447,",CAMP,HGNC:1472,secreted,FPR2,HGNC:3827,HGNC:1472 HGNC:3827,CellphoneDB
CCK CCKAR,Ramilowski_2015_Literature_supported,"10368033, 10400673,10400673, 11300760, 9006937, 9603948, 10595537,",CCK,HGNC:1569,secreted,CCKAR,HGNC:1570,HGNC:1569 HGNC:1570,CellphoneDB
CCK CCKBR,Ramilowski_2015_Literature_supported,"10368033, 10438490,8349705, 7681836,10438490, 12695525, 15068617, 15520004, 15001692,",CCK,HGNC:1569,secreted,CCKBR,HGNC:1571,HGNC:1569 HGNC:1571,CellphoneDB
CCL1 CCR8,Ramilowski_2015_Literature_supported,"12645948,11154210, 16221874, 10419462,12967681, 9211859,",CCL1,HGNC:10609,secreted,CCR8,HGNC:1609,HGNC:10609 HGNC:1609,CellphoneDB
CCL11 ACKR2,Ramilowski_2015_Literature_supported,"9405404,",CCL11,HGNC:10610,secreted,ACKR2,HGNC:1565,HGNC:10610 HGNC:1565,CellphoneDB_flipped
CCL11 ACKR4,Ramilowski_2015_Literature_supported,"10734104,",CCL11,HGNC:10610,secreted,ACKR4,HGNC:1611,HGNC:10610 HGNC:1611,
CCL11 CCR2,Ramilowski_2015_Literature_supported,"12554737, 15207250,11264152,",CCL11,HGNC:10610,secreted,CCR2,HGNC:1603,HGNC:10610 HGNC:1603,CellphoneDB
CCL11 CCR3,Ramilowski_2015_Literature_supported,"8642344,9276730, 10488147, 16339911, 12761559, 10854442, 8642344,9712872, 8642344, 8609214, 8676064,",CCL11,HGNC:10610,secreted,CCR3,HGNC:1604,HGNC:10610 HGNC:1604,CellphoneDB
CCL11 CCR5,Ramilowski_2015_Literature_supported,"10477718,11264152, 10477718,",CCL11,HGNC:10610,secreted,CCR5,HGNC:1606,HGNC:10610 HGNC:1606,
CCL11 CXCR3,Ramilowski_2015_Literature_supported,"9660793,",CCL11,HGNC:10610,secreted,CXCR3,HGNC:4540,HGNC:10610 HGNC:4540,
CCL13 ACKR2,Ramilowski_2015_Literature_supported,"9405404,",CCL13,HGNC:10611,secreted,ACKR2,HGNC:1565,HGNC:10611 HGNC:1565,CellphoneDB
CCL13 ACKR4,Ramilowski_2015_Literature_supported,"10734104,",CCL13,HGNC:10611,secreted,ACKR4,HGNC:1611,HGNC:10611 HGNC:1611,
CCL13 CCR2,Ramilowski_2015_Literature_supported,"9195948,9276730, 12554737,12149192, 9195948,",CCL13,HGNC:10611,secreted,CCR2,HGNC:1603,HGNC:10611 HGNC:1603,CellphoneDB
CCL13 CCR3,Ramilowski_2015_Literature_supported,"9005985,9276730, 16339911,12149192,",CCL13,HGNC:10611,secreted,CCR3,HGNC:1604,HGNC:10611 HGNC:1604,CellphoneDB
CCL13 CCR5,Ramilowski_2015_Literature_supported,"9790730,10477718,",CCL13,HGNC:10611,secreted,CCR5,HGNC:1606,HGNC:10611 HGNC:1606,
CCL13 CXCR3,Ramilowski_2015_Literature_supported,"9660793,",CCL13,HGNC:10611,secreted,CXCR3,HGNC:4540,HGNC:10611 HGNC:4540,
CCL14 ACKR2,Ramilowski_2015_Literature_supported,"9405404,",CCL14,HGNC:10612,secreted,ACKR2,HGNC:1565,HGNC:10612 HGNC:1565,CellphoneDB
CCL14 CCR1,Ramilowski_2015_Literature_supported,"9687537,12381680,11085751,",CCL14,HGNC:10612,secreted,CCR1,HGNC:1602,HGNC:10612 HGNC:1602,CellphoneDB
CCL14 CCR3,Ramilowski_2015_Literature_supported,"11085751,",CCL14,HGNC:10612,secreted,CCR3,HGNC:1604,HGNC:10612 HGNC:1604,CellphoneDB
CCL14 CCR5,Ramilowski_2015_Literature_supported,"12964882,16298345,11085751,",CCL14,HGNC:10612,secreted,CCR5,HGNC:1606,HGNC:10612 HGNC:1606,
CCL15 CCR1,Ramilowski_2015_Literature_supported,"9346309,9346309,9346309,",CCL15,HGNC:10613,secreted,CCR1,HGNC:1602,HGNC:10613 HGNC:1602,CellphoneDB
CCL15 CCR3,Ramilowski_2015_Literature_supported,"9346309,9346309,9346309,",CCL15,HGNC:10613,secreted,CCR3,HGNC:1604,HGNC:10613 HGNC:1604,CellphoneDB
CCL16 CCR1,Ramilowski_2015_Literature_supported,"11470772,11470772, 10910894,",CCL16,HGNC:10614,secreted,CCR1,HGNC:1602,HGNC:10614 HGNC:1602,CellphoneDB_flipped
CCL16 CCR2,Ramilowski_2015_Literature_supported,"11470772,11470772,",CCL16,HGNC:10614,secreted,CCR2,HGNC:1603,HGNC:10614 HGNC:1603,CellphoneDB
CCL16 CCR5,Ramilowski_2015_Literature_supported,"11470772,",CCL16,HGNC:10614,secreted,CCR5,HGNC:1606,HGNC:10614 HGNC:1606,
CCL16 CCR8,Ramilowski_2015_Literature_supported,"10910894,",CCL16,HGNC:10614,secreted,CCR8,HGNC:1609,HGNC:10614 HGNC:1609,CellphoneDB_flipped
CCL16 HRH4,Ramilowski_2015_Literature_supported,"15265943,15265943,",CCL16,HGNC:10614,secreted,HRH4,HGNC:17383,HGNC:10614 HGNC:17383,CellphoneDB
CCL17 ACKR1,Ramilowski_2015_Literature_supported,"13679391,",CCL17,HGNC:10615,secreted,ACKR1,HGNC:4035,HGNC:10615 HGNC:4035,
CCL17 ACKR2,Hou et al. 2020 (this publication),"25297873,",CCL17,HGNC:10615,secreted,ACKR2,HGNC:1565,HGNC:10615 HGNC:1565,
CCL17 CCR4,Ramilowski_2015_Literature_supported,"9169480,9430724,9430724, 9169480,",CCL17,HGNC:10615,secreted,CCR4,HGNC:1605,HGNC:10615 HGNC:1605,CellphoneDB
CCL17 CCR8,Ramilowski_2015_Literature_supported,"12832759, 9521068,",CCL17,HGNC:10615,secreted,CCR8,HGNC:1609,HGNC:10615 HGNC:1609,
CCL18 CCR3,Hou et al. 2020 (this publication),"24218476,",CCL18,HGNC:10616,secreted,CCR3,HGNC:1604,HGNC:10616 HGNC:1604,
CCL18 CCR8,Efremova et al. 2020 (CellphoneDB),"24218476,",CCL18,HGNC:10616,secreted,CCR8,HGNC:1609,HGNC:10616 HGNC:1609,
CCL18 PITPNM3,Hou et al. 2020 (this publication),"24218476,",CCL18,HGNC:10616,secreted,PITPNM3,HGNC:21043,HGNC:10616 HGNC:21043,
CCL19 ACKR2,Ramilowski_2015_Literature_supported,"10706668,",CCL19,HGNC:10617,secreted,ACKR2,HGNC:1565,HGNC:10617 HGNC:1565,
CCL19 ACKR4,Ramilowski_2015_Literature_supported,"23341447,10706668,",CCL19,HGNC:10617,secreted,ACKR4,HGNC:1611,HGNC:10617 HGNC:1611,CellphoneDB
CCL19 CCR10,Ramilowski_2015_Literature_supported,"10706668,",CCL19,HGNC:10617,secreted,CCR10,HGNC:4474,HGNC:10617 HGNC:4474,
CCL19 CCR7,Ramilowski_2015_Literature_supported,"11342595,9153236, 9507024,9153236,",CCL19,HGNC:10617,secreted,CCR7,HGNC:1608,HGNC:10617 HGNC:1608,CellphoneDB
CCL19 CCRL2,Ramilowski_2015_Literature_supported,"20002784,",CCL19,HGNC:10617,secreted,CCRL2,HGNC:1612,HGNC:10617 HGNC:1612,CellphoneDB
CCL19 CXCR3,Ramilowski_2015_Literature_supported,"9660793,",CCL19,HGNC:10617,secreted,CXCR3,HGNC:4540,HGNC:10617 HGNC:4540,CellphoneDB
CCL2 ACKR1,Ramilowski_2015_Literature_supported,"13679391, 17416748,",CCL2,HGNC:10618,secreted,ACKR1,HGNC:4035,HGNC:10618 HGNC:4035,CellphoneDB_flipped
CCL2 ACKR2,Ramilowski_2015_Literature_supported,"9364936, 9405404,",CCL2,HGNC:10618,secreted,ACKR2,HGNC:1565,HGNC:10618 HGNC:1565,CellphoneDB_flipped
CCL2 ACKR4,Ramilowski_2015_Literature_supported,"10734104,",CCL2,HGNC:10618,secreted,ACKR4,HGNC:1611,HGNC:10618 HGNC:1611,
